Date,Close/Last,Volume,Open,High,Low,,
01/06/2020,8.8063,390511000,8.8332,8.8407,8.6895,,
02/06/2020,8.8253,391320560,8.7963,8.8373,8.658,,
03/06/2020,8.7695,365438880,8.8223,8.8662,8.7,,
04/06/2020,8.7665,424278400,8.728,8.9433,8.6775,,
05/06/2020,8.92,481746000,8.7945,8.997,8.708,,
08/06/2020,8.805,387737240,8.8773,8.8896,8.6858,,
09/06/2020,9.046,468488800,8.8,9.1097,8.7513,,
10/06/2020,9.3668,632181600,9.1677,9.5,9.1535,,
11/06/2020,8.7963,583650400,9.15,9.2613,8.786,,
12/06/2020,8.9325,570908000,9.1625,9.1873,8.7033,,
15/06/2020,9.1738,400002000,8.8153,9.1823,8.7438,,
16/06/2020,9.0685,535715200,9.225,9.2668,8.8388,,
17/06/2020,9.236,408305600,9.1138,9.299,9.0702,,
18/06/2020,9.218,254409520,9.227,9.2825,9.1145,,
19/06/2020,9.2613,524160400,9.2425,9.445,9.2273,,
22/06/2020,9.5267,398466480,9.3,9.5313,9.2733,,
23/06/2020,9.45,375107400,9.551,9.6425,9.4075,,
24/06/2020,9.2355,449370800,9.4763,9.5564,9.1445,,
25/06/2020,9.49,376072000,9.3558,9.505,9.1823,,
26/06/2020,9.155,592085600,9.5,9.5,9.125,,
29/06/2020,9.2,342248120,9.1698,9.2045,8.9,,
30/06/2020,9.4978,367892000,9.314,9.5263,9.2665,,
01/07/2020,9.53,326646800,9.5207,9.5757,9.413,,
02/07/2020,9.6123,364054080,9.639,9.7375,9.5783,,
06/07/2020,9.8392,315893720,9.7418,9.9088,9.7125,,
07/07/2020,9.8718,357799720,9.9463,10.07,9.8507,,
08/07/2020,10.216,365480520,9.9938,10.225,9.9655,,
09/07/2020,10.509,494547200,10.3803,10.57,10.2335,,
10/07/2020,10.4793,497674800,10.5888,10.6553,10.3788,,
13/07/2020,10.0523,457074800,10.595,10.7922,10.025,,
14/07/2020,10.377,542674400,10.075,10.4028,9.7855,,
15/07/2020,10.2273,403984800,10.4143,10.433,10.0558,,
16/07/2020,10.1348,344964720,10.015,10.2067,9.8955,,
17/07/2020,10.2015,266284640,10.2255,10.2485,10.0878,,
20/07/2020,10.5108,284850840,10.2743,10.5313,10.1568,,
21/07/2020,10.3285,277666840,10.513,10.5599,10.2868,,
22/07/2020,10.4388,367290840,10.3675,10.6025,10.2916,,
23/07/2020,10.1298,411661200,10.45,10.547,10.0313,,
24/07/2020,10.1945,473292000,9.875,10.3648,9.777,,
27/07/2020,10.4215,292130200,10.2323,10.4418,10.2178,,
28/07/2020,10.2155,271636040,10.3743,10.382,10.2093,,
29/07/2020,10.4655,284507680,10.3908,10.5162,10.347,,
30/07/2020,10.614,308880160,10.375,10.623,10.2953,,
31/07/2020,10.6148,386286000,10.5633,10.7665,10.433,,
03/08/2020,11.0103,413018400,10.7325,11.0988,10.7153,,
04/08/2020,11.2278,310335600,11.05,11.2278,10.906,,
05/08/2020,11.2868,250499720,11.244,11.3717,11.1663,,
06/08/2020,11.3355,244315680,11.3498,11.358,11.1788,,
07/08/2020,11.1995,342515960,11.3125,11.5048,11.0375,,
10/08/2020,11.165,427796000,11.3343,11.4083,10.8565,,
11/08/2020,10.85,354510520,11.0738,11.1368,10.7958,,
12/08/2020,11.4403,464942800,10.9908,11.467,10.9583,,
13/08/2020,11.443,374459560,11.546,11.7218,11.3558,,
14/08/2020,11.564,366436160,11.53,11.7048,11.4405,,
17/08/2020,12.337,621300800,11.8513,12.4098,11.8172,,
18/08/2020,12.2608,503446400,12.45,12.496,12.0863,,
19/08/2020,12.1385,622622400,12.2965,12.315,12.098,,
20/08/2020,12.141,921386400,11.975,12.375,11.8788,,
21/08/2020,12.6835,999869600,12.2018,12.8087,12.1952,,
24/08/2020,12.7203,490564400,12.8838,12.9125,12.5075,,
25/08/2020,12.75,289076800,12.6308,12.7613,12.5738,,
26/08/2020,12.773,321242920,12.7992,12.8685,12.6778,,
27/08/2020,12.6283,317602920,12.7815,12.85,12.5664,,
28/08/2020,13.1478,537158400,12.6749,13.148,12.6425,,
31/08/2020,13.3745,500841200,13.1828,13.575,13.0378,,
01/09/2020,13.821,512474000,13.48,13.9938,13.4365,,
02/09/2020,14.3465,874012800,14.7037,14.7267,13.9,,
03/09/2020,13.0155,945126000,13.8286,13.8845,12.8788,,
04/09/2020,12.6225,1463682800,12.7838,13.175,11.7048,,
08/09/2020,11.913,795729600,11.7345,12.55,11.7043,,
09/09/2020,12.715,736198400,12.4,12.8093,12.2318,,
10/09/2020,12.3118,698684400,12.9893,13.0653,12.167,,
11/09/2020,12.1645,636926800,12.4855,12.6525,11.8958,,
14/09/2020,12.8723,1201744800,13.081,13.315,12.6311,,
15/09/2020,12.991,727556400,13.28,13.2988,12.8278,,
16/09/2020,12.5145,557599600,12.9573,13.0928,12.5138,,
17/09/2020,12.4635,792511600,12.1322,12.5898,12.0348,,
18/09/2020,12.1893,698462000,12.5938,12.6325,11.9888,,
21/09/2020,12.5173,721042400,11.925,12.5225,11.9045,,
22/09/2020,12.6378,646452000,12.575,12.648,12.1556,,
23/09/2020,12.1238,647012400,12.5755,12.727,12.0793,,
24/09/2020,12.348,731240400,12.0723,12.5695,12.014,,
25/09/2020,12.8738,588016400,12.4475,12.8835,12.2458,,
28/09/2020,13.035,573809200,13.0403,13.0518,12.75,,
29/09/2020,13.2258,623004800,12.9375,13.4428,12.9333,,
30/09/2020,13.5305,689184000,13.1575,13.6225,13.1503,,
01/10/2020,13.6145,525002400,13.758,13.7627,13.4608,,
02/10/2020,13.0623,552496000,13.225,13.5195,13.051,,
05/10/2020,13.6425,479818400,13.236,13.6443,13.2228,,
06/10/2020,13.7365,784420000,13.83,14.142,13.665,,
07/10/2020,13.964,418085200,13.9998,14.1193,13.8635,,
08/10/2020,13.8387,378900880,14.075,14.0845,13.758,,
09/10/2020,13.7628,346890920,13.767,13.8243,13.6608,,
12/10/2020,14.226,434744000,13.9895,14.347,13.9125,,
13/10/2020,14.2482,344603120,14.2965,14.3485,14.0186,,
14/10/2020,14.0953,276647120,14.2905,14.3428,13.96,,
15/10/2020,13.97,267225120,13.8107,14.0058,13.7678,,
16/10/2020,13.8115,242639600,14.0368,14.1215,13.7925,,
19/10/2020,13.4978,298068560,13.9029,13.9835,13.4068,,
20/10/2020,13.6455,229212040,13.5835,13.7998,13.507,,
21/10/2020,13.5248,219597320,13.625,13.7915,13.4775,,
22/10/2020,13.361,290479440,13.5225,13.6118,13.2318,,
23/10/2020,13.5903,233484280,13.45,13.5933,13.2913,,
26/10/2020,13.1412,336894320,13.427,13.6928,13.0385,,
27/10/2020,13.3968,250519680,13.306,13.442,13.1915,,
28/10/2020,12.627,376518080,13.198,13.26,12.609,,
29/10/2020,13.024,320081840,12.8385,13.1928,12.75,,
30/10/2020,12.534,417396000,12.85,12.9364,12.3,,
02/11/2020,12.5808,299652640,12.6578,12.8367,12.395,,
03/11/2020,13.0195,272901080,12.7085,13.105,12.6028,,
04/11/2020,13.7943,410229200,13.3893,13.8275,13.3369,,
05/11/2020,14.16,319028320,14.1625,14.339,13.991,,
06/11/2020,14.562,383349280,14.1098,14.5887,13.895,,
09/11/2020,13.6308,582978000,14.5525,14.6915,13.6107,,
10/11/2020,12.77,644067200,13.6065,13.6065,12.6283,,
11/11/2020,13.418,404743600,13.0538,13.4349,12.9483,,
12/11/2020,13.4568,366635000,13.4789,13.766,13.316,,
13/11/2020,13.297,346762320,13.6273,13.6687,13.0593,,
16/11/2020,13.5153,413774800,13.1725,13.6495,13.156,,
17/11/2020,13.4223,312027960,13.5525,13.5963,13.3039,,
18/11/2020,13.4288,510925200,13.4653,13.6058,13.185,,
19/11/2020,13.4403,565934400,13.2128,13.4875,13.1,,
20/11/2020,13.0878,341089800,13.454,13.4945,13.065,,
23/11/2020,13.14,361354200,13.1711,13.3825,13.0155,,
24/11/2020,12.9577,346499960,13.1425,13.162,12.885,,
25/11/2020,13.2348,259916400,13.0325,13.2694,13.02,,
27/11/2020,13.2613,167275200,13.375,13.4075,13.1705,,
30/11/2020,13.4015,286952000,13.265,13.4125,12.9724,,
01/12/2020,13.39,297571280,13.4923,13.5288,13.2283,,
02/12/2020,13.5445,283361200,13.3505,13.6734,13.2343,,
03/12/2020,13.396,199520640,13.5875,13.66,13.329,,
04/12/2020,13.5583,202243400,13.4485,13.56,13.3887,,
07/12/2020,13.6068,223243240,13.6013,13.7313,13.5,,
08/12/2020,13.35,271920880,13.585,13.5988,13.2815,,
09/12/2020,12.9308,401301200,13.3005,13.414,12.8682,,
10/12/2020,12.9723,207764720,12.869,13.0687,12.8494,,
11/12/2020,13.0132,209265640,12.9673,13.02,12.823,,
14/12/2020,13.3088,270157880,13.0879,13.3888,13.0775,,
15/12/2020,13.3605,193485920,13.4398,13.464,13.1868,,
16/12/2020,13.2425,223114680,13.4225,13.4373,13.2125,,
17/12/2020,13.3413,231383880,13.3668,13.3795,13.1785,,
18/12/2020,13.272,342064640,13.379,13.405,13.0705,,
21/12/2020,13.3323,302332160,13.0748,13.37,12.9675,,
22/12/2020,13.2783,186314880,13.3193,13.3372,13.0539,,
23/12/2020,13.0093,179142760,13.256,13.275,13.005,,
24/12/2020,12.9938,97883520,13.0373,13.1325,12.9387,,
28/12/2020,12.9,212565640,13.0625,13.0625,12.7632,,
29/12/2020,12.9433,170372160,12.925,13.0725,12.8423,,
30/12/2020,13.1458,225397160,12.9903,13.2137,12.8968,,
31/12/2020,13.055,192424400,13.1365,13.1511,12.915,,
04/01/2021,13.1135,560642000,13.1043,13.6525,12.9625,,
05/01/2021,13.4048,322759920,13.0998,13.4435,13.087,,
06/01/2021,12.6145,580423200,13.2225,13.245,12.586,,
07/01/2021,13.344,461481600,12.9675,13.3778,12.8865,,
08/01/2021,13.2768,292528600,13.3625,13.421,13.042,,
11/01/2021,13.6215,519028800,13.4188,13.961,13.3625,,
12/01/2021,13.4848,291477720,13.7525,13.7545,13.345,,
13/01/2021,13.5318,210028440,13.49,13.625,13.385,,
14/01/2021,13.2003,283120280,13.575,13.5998,13.1805,,
15/01/2021,12.8595,277781280,13.228,13.3253,12.8485,,
19/01/2021,13.0253,226186880,13.0162,13.094,12.844,,
20/01/2021,13.3658,258570880,13.1118,13.4305,13.0568,,
21/01/2021,13.8675,338339600,13.4186,13.9994,13.253,,
22/01/2021,13.7125,246818560,13.7401,13.8417,13.6273,,
25/01/2021,13.6533,251111160,13.7818,13.8285,13.2365,,
26/01/2021,13.4353,163980400,13.5804,13.6448,13.3875,,
27/01/2021,12.9178,371272840,13.23,13.2327,12.7938,,
28/01/2021,13.051,228315960,12.9963,13.3398,12.9605,,
29/01/2021,12.9898,271552040,13.075,13.3348,12.9115,,
01/02/2021,13.237,217204320,13.0534,13.2708,12.9028,,
02/02/2021,13.5568,220438280,13.3988,13.572,13.2855,,
03/02/2021,13.5305,245409280,13.636,13.9318,13.5165,,
04/02/2021,13.6643,201338480,13.531,13.6735,13.3379,,
05/02/2021,13.591,169153640,13.725,13.7373,13.5458,,
08/02/2021,14.4387,434622800,13.7272,14.4738,13.7272,,
09/02/2021,14.2632,287560120,14.3406,14.5833,14.2225,,
10/02/2021,14.7643,485352400,14.4633,14.905,14.3414,,
11/02/2021,15.2508,450827600,14.9803,15.2723,14.925,,
12/02/2021,14.9613,374757480,15.05,15.2911,14.775,,
16/02/2021,15.3303,321959520,15.0643,15.3725,14.95,,
17/02/2021,14.906,275698680,15.171,15.2235,14.78,,
18/02/2021,14.829,234080800,14.729,14.8732,14.575,,
19/02/2021,14.9265,271724120,15.0245,15.177,14.8467,,
22/02/2021,14.3558,325885560,14.7748,15.1333,14.325,,
23/02/2021,14.142,391779320,14.0753,14.2388,13.3895,,
24/02/2021,14.499,448319200,14.1228,14.5068,13.756,,
25/02/2021,13.3075,824436000,14.0454,14.3748,13.2163,,
26/02/2021,13.7145,500930400,13.7525,13.8545,13.361,,
01/03/2021,13.8417,353183000,13.875,13.925,13.5532,,
02/03/2021,13.4063,264114120,13.9,13.9205,13.396,,
03/03/2021,12.8048,377590280,13.4263,13.4515,12.7988,,
04/03/2021,12.3703,573345200,12.8008,12.975,12.0838,,
05/03/2021,12.4615,542838800,12.55,12.55,11.6793,,
08/03/2021,11.5933,543111600,12.45,12.4713,11.5665,,
09/03/2021,12.5203,521825600,12.1303,12.6168,12.0593,,
10/03/2021,12.4683,384376560,12.8405,12.98,12.4575,,
11/03/2021,12.9935,299914280,12.95,13.0463,12.7345,,
12/03/2021,12.856,243963960,12.6483,12.8888,12.59,,
15/03/2021,13.1913,222520440,12.8648,13.2068,12.7671,,
16/03/2021,13.2913,272129600,13.3565,13.5125,13.1168,,
17/03/2021,13.3413,243864200,13.0398,13.4533,12.9895,,
18/03/2021,12.7225,294188080,13.1365,13.184,12.717,,
19/03/2021,12.8458,299206960,12.75,12.9215,12.6125,,
22/03/2021,13.1863,297803080,12.9128,13.3945,12.9068,,
23/03/2021,13.0708,222046080,13.2542,13.3445,13.0213,,
24/03/2021,12.643,245838520,13.1512,13.1591,12.6368,,
25/03/2021,12.5353,295144560,12.4995,12.7148,12.272,,
26/03/2021,12.8393,363968960,12.5545,12.8563,12.3735,,
29/03/2021,12.9483,273519880,12.8203,13.0625,12.7,,
30/03/2021,12.8718,200202480,12.842,12.9753,12.705,,
31/03/2021,13.3483,314777520,13.0155,13.4705,12.9825,,
01/04/2021,13.8118,308274600,13.5723,13.87,13.5113,,
05/04/2021,13.9875,255671400,13.8675,14.014,13.733,,
06/04/2021,13.8615,191745960,13.9997,14.0541,13.7736,,
07/04/2021,14.1435,251284360,13.8808,14.2435,13.7115,,
08/04/2021,14.317,244414920,14.2528,14.4715,14.2489,,
09/04/2021,14.4,195170880,14.214,14.408,14.175,,
12/04/2021,15.209,869322000,14.2898,15.3525,14.1393,,
13/04/2021,15.6795,676212000,15.2315,15.7,15.1258,,
14/04/2021,15.277,385501920,15.625,15.7205,15.2275,,
15/04/2021,16.1373,598480800,15.6625,16.2142,15.6315,,
16/04/2021,15.9125,335207560,16.0531,16.1657,15.8653,,
19/04/2021,15.3618,404418000,15.5365,15.8075,15.233,,
20/04/2021,15.1713,334133040,15.3233,15.497,14.963,,
21/04/2021,15.3605,216777040,15.1188,15.3625,15.1023,,
22/04/2021,14.8503,277786280,15.375,15.4386,14.7835,,
23/04/2021,15.2653,227772200,14.9344,15.3349,14.9003,,
26/04/2021,15.478,197797080,15.1851,15.479,15.125,,
27/04/2021,15.3818,164573000,15.5785,15.6705,15.3545,,
28/04/2021,15.2768,209416200,15.3645,15.5322,15.2155,,
29/04/2021,15.3248,173196480,15.4,15.4365,15.0715,,
30/04/2021,15.0095,201910080,15.1745,15.365,14.997,,
03/05/2021,14.8368,203911840,15.125,15.2468,14.7875,,
04/05/2021,14.3513,405324800,14.6373,14.6375,14.0103,,
05/05/2021,14.4585,292023040,14.709,14.8135,14.3875,,
06/05/2021,14.523,193380920,14.4952,14.5713,14.2181,,
07/05/2021,14.8123,229327320,14.8083,14.9708,14.6717,,
10/05/2021,14.2658,268903800,14.7873,14.806,14.25,,
11/05/2021,14.3063,285585360,13.825,14.3548,13.75,,
12/05/2021,13.7585,303409320,14.0095,14.2602,13.7093,,
13/05/2021,13.6653,285727480,14.0338,14.0808,13.459,,
14/05/2021,14.243,258615000,13.89,14.3281,13.7485,,
17/05/2021,14.1655,216488840,14.157,14.1693,13.8535,,
18/05/2021,14.0158,186254240,14.267,14.4042,14.004,,
19/05/2021,14.0658,343999360,13.5665,14.0795,13.5433,,
20/05/2021,14.6125,321591920,14.3025,14.6838,14.2705,,
21/05/2021,14.9918,672992000,15.1638,15.222,14.8694,,
24/05/2021,15.612,554816400,15.2125,15.745,15.176,,
25/05/2021,15.6478,435406800,15.766,15.8185,15.4825,,
26/05/2021,15.7,370438640,15.7343,15.7938,15.5863,,
27/05/2021,15.488,581475200,15.6998,15.75,15.46,,
28/05/2021,16.2445,644535600,15.501,16.2775,15.501,,
01/06/2021,16.2645,472803200,16.27,16.3881,15.9033,,
02/06/2021,16.7783,594167600,16.2523,16.9189,16.2355,,
03/06/2021,16.9698,580006800,16.7007,17.259,16.583,,
04/06/2021,17.5783,617120400,17.1125,17.661,17.0955,,
07/06/2021,17.619,575754800,17.5711,17.8125,17.1928,,
08/06/2021,17.457,323846760,17.5273,17.6216,17.251,,
09/06/2021,17.3583,381657480,17.5158,17.575,17.2558,,
10/06/2021,17.425,287770440,17.35,17.492,17.176,,
11/06/2021,17.8253,416307600,17.4795,17.9392,17.4438,,
14/06/2021,18.0188,321374280,17.906,18.0395,17.6628,,
15/06/2021,17.7885,243030440,17.915,18.0162,17.728,,
16/06/2021,17.8103,307122600,17.7907,17.9547,17.5844,,
17/06/2021,18.6573,809654800,17.7746,18.835,17.7563,,
18/06/2021,18.6387,968854400,18.784,19.375,18.584,,
21/06/2021,18.4273,672382000,18.4353,18.5365,17.8226,,
22/06/2021,18.8868,580145600,18.4715,18.9638,18.3859,,
23/06/2021,19.0573,332357040,19.0077,19.1528,18.9078,,
24/06/2021,19.2055,320922400,19.2278,19.42,19.0882,,
25/06/2021,19.031,278365920,19.2805,19.3455,18.8944,,
28/06/2021,19.985,495436400,19.3613,20.0787,19.319,,
29/06/2021,20.0268,367633840,19.8825,20.0988,19.6569,,
30/06/2021,20.0025,326566160,19.9991,20.1625,19.8638,,
01/07/2021,20.212,480134800,20.125,20.456,20.019,,
02/07/2021,20.487,343396680,20.4401,20.5053,20.2878,,
06/07/2021,20.6985,446707600,20.7375,20.842,20.3503,,
07/07/2021,20.3718,418427200,20.8535,20.875,20.3321,,
08/07/2021,19.9028,503299600,19.8565,20.133,19.7007,,
09/07/2021,20.0503,296622680,19.9625,20.0801,19.7542,,
12/07/2021,20.5125,321984760,20.24,20.5328,20.1878,,
13/07/2021,20.25,290706320,20.4005,20.4613,20.114,,
14/07/2021,19.8415,380099200,20.3577,20.4178,19.7528,,
15/07/2021,18.9662,550564400,19.8118,19.847,18.8585,,
16/07/2021,18.161,688222800,19.0305,19.1571,18.073,,
19/07/2021,18.7798,749058800,17.9153,19.042,17.8655,,
20/07/2021,18.612,434686500,18.73,18.838,18.164,,
21/07/2021,19.41,371017400,18.882,19.527,18.742,,
22/07/2021,19.594,323826000,19.642,19.887,19.276,,
23/07/2021,19.558,195672000,19.6564,19.7,19.25,,
26/07/2021,19.294,203943200,19.311,19.442,18.914,,
27/07/2021,19.208,248862600,19.265,19.622,18.741,,
28/07/2021,19.503,202191200,19.3192,19.646,18.995,,
29/07/2021,19.662,190780900,19.519,19.853,19.328,,
30/07/2021,19.499,183497500,19.418,19.63,19.263,,
02/08/2021,19.75,217444000,19.7,19.961,19.361,,
03/08/2021,19.815,301810700,19.74,20.222,19.22,,
04/08/2021,20.274,231309400,19.99,20.318,19.828,,
05/08/2021,20.637,211435400,20.5,20.733,20.342,,
06/08/2021,20.366,178496600,20.524,20.57,20.21,,
09/08/2021,20.295,146443100,20.446,20.508,20.143,,
10/08/2021,19.936,179237800,20.322,20.43,19.8345,,
11/08/2021,19.699,185924800,20.043,20.049,19.43,,
12/08/2021,19.905,151861600,19.87,20.029,19.62,,
13/08/2021,20.188,183062900,19.905,20.2138,19.851,,
16/08/2021,19.95,211152800,20.135,20.287,19.453,,
17/08/2021,19.458,204584900,19.685,19.77,19.267,,
18/08/2021,19.04,285913500,19.5,19.6337,19,,
19/08/2021,19.798,766554800,19.494,20.495,18.762,,
20/08/2021,20.816,675741300,19.991,20.8651,19.933,,
23/08/2021,21.958,575806600,20.971,21.997,20.95,,
24/08/2021,21.793,297298900,21.753,21.959,21.535,,
25/08/2021,22.213,347701000,21.737,22.47,21.722,,
26/08/2021,22.068,237940400,22.2,22.34,21.79,,
27/08/2021,22.636,304722200,22.184,22.722,22.167,,
30/08/2021,22.688,262579900,22.83,23.043,22.551,,
31/08/2021,22.385,259849700,22.695,22.695,22.12,,
01/09/2021,22.441,201767000,22.485,22.697,22.3565,,
02/09/2021,22.396,188109600,22.518,22.593,22.2945,,
03/09/2021,22.843,280832000,22.325,22.986,22.2,,
07/09/2021,22.662,198107200,22.833,22.899,22.5224,,
08/09/2021,22.339,254434200,22.513,22.61,21.977,,
09/09/2021,22.177,196856000,22.312,22.538,22.131,,
10/09/2021,22.478,248375700,22.3483,22.626,22.27,,
13/09/2021,22.152,297499900,22.684,22.964,21.858,,
14/09/2021,22.242,199754600,22.275,22.41,22.086,,
15/09/2021,22.341,166538000,22.309,22.367,21.966,,
16/09/2021,22.242,156033400,22.1835,22.277,21.927,,
17/09/2021,21.9,294502800,22.3,22.321,21.83,,
20/09/2021,21.113,349440500,21.146,21.433,20.662,,
21/09/2021,21.246,204688100,21.4165,21.425,20.95,,
22/09/2021,21.941,268725600,21.3655,21.96,21.196,,
23/09/2021,22.482,248554900,22.14,22.5345,21.89,,
24/09/2021,22.081,217655500,22.07,22.149,21.861,,
27/09/2021,21.66,245215100,21.7104,21.799,21.325,,
28/09/2021,20.699,343069000,21.2135,21.419,20.651,,
29/09/2021,20.517,218393600,20.9395,21.017,20.467,,
30/09/2021,20.716,221009100,20.7684,21.066,20.688,,
01/10/2021,20.742,240978000,20.75,20.859,20.203,,
04/10/2021,19.732,345635000,20.504,20.5418,19.555,,
05/10/2021,20.451,279281700,19.95,20.648,19.854,,
06/10/2021,20.7,297201800,20.12,20.72,20.08,,
07/10/2021,21.075,256918900,21.092,21.322,20.972,,
08/10/2021,20.831,151257900,21.101,21.206,20.775,,
11/10/2021,20.695,163387500,20.575,21.063,20.511,,
12/10/2021,20.671,162133500,20.8275,21.057,20.528,,
13/10/2021,20.939,180651900,20.918,20.99,20.713,,
14/10/2021,21.746,243588800,21.288,21.755,21.122,,
15/10/2021,21.862,226994000,21.81,21.931,21.662,,
18/10/2021,22.222,189493600,21.749,22.291,21.644,,
19/10/2021,22.29,161473300,22.276,22.379,22.037,,
20/10/2021,22.103,146275900,22.3045,22.433,21.982,,
21/10/2021,22.692,187590300,22.097,22.711,22.083,,
22/10/2021,22.726,249383800,22.823,23.13,22.561,,
25/10/2021,23.166,230234800,22.973,23.355,22.77,,
26/10/2021,24.717,485898300,23.989,25.259,23.924,,
27/10/2021,24.451,245989900,24.474,25.09,24.282,,
28/10/2021,24.941,234204300,24.878,24.95,24.523,,
29/10/2021,25.567,292502800,25.0005,25.709,25,,
01/11/2021,25.827,265739800,25.649,25.894,25.227,,
02/11/2021,26.401,294112400,25.822,26.678,25.8,,
03/11/2021,26.598,239910300,26.67,26.784,26.235,,
04/11/2021,29.801,1153631000,27.229,31.365,27.118,,
05/11/2021,29.752,851260200,30.187,31.4,29.41,,
08/11/2021,30.804,503100900,30.149,31.1,29.907,,
09/11/2021,30.657,646746200,32.282,32.31,29.964,,
10/11/2021,29.459,636205700,29.356,30.85,28.778,,
11/11/2021,30.39,332172100,30.468,30.59,29.777,,
12/11/2021,30.39,413054300,30.01,30.68,29.63,,
15/11/2021,30.025,384909000,30.552,30.644,29.247,,
16/11/2021,30.203,264483700,29.759,30.39,29.7059,,
17/11/2021,29.261,428508000,30.418,30.509,28.8,,
18/11/2021,31.675,781710800,32.367,32.76,31.321,,
19/11/2021,32.985,533866700,32.243,33.088,31.905,,
22/11/2021,31.956,754335200,33.517,34.647,31.9,,
23/11/2021,31.746,532162700,31.535,32.36,30.88,,
24/11/2021,32.674,435162300,31.461,32.855,30.928,,
26/11/2021,31.503,283068900,32.6,32.71,31.35,,
29/11/2021,33.376,454964000,32.366,33.412,32.036,,
30/11/2021,32.676,622066500,33.169,33.353,31.864,,
01/12/2021,31.435,485802000,33.2195,33.2893,31.38,,
02/12/2021,32.126,472890300,31.214,32.478,31.025,,
03/12/2021,30.693,544325100,32,32.129,30.13,,
06/12/2021,30.037,658938500,29.88,30.241,28.038,,
07/12/2021,32.427,593053500,30.957,32.449,30.651,,
08/12/2021,31.826,475551500,31.999,32.29,31.421,,
09/12/2021,30.49,488507200,31.734,32.205,30.428,,
10/12/2021,30.198,488825100,31.15,31.305,29.861,,
13/12/2021,28.161,598343700,30.249,30.294,28.116,,
14/12/2021,28.337,667035400,27.699,28.678,27.25,,
15/12/2021,30.459,698296900,28.4,30.5,27.838,,
16/12/2021,28.387,707366000,31.152,31.16,28.093,,
17/12/2021,27.801,716622400,27.985,28.922,27.76,,
20/12/2021,27.719,461846800,27.305,28.144,27.145,,
21/12/2021,29.075,524384900,28.374,29.12,27.401,,
22/12/2021,29.4,395184400,28.891,29.555,28.449,,
23/12/2021,29.64,343021700,29.755,30.059,29.431,,
27/12/2021,30.945,403685900,29.66,31.0865,29.64,,
28/12/2021,30.322,420591200,31.312,31.33,30.0118,,
29/12/2021,30.001,343139300,30.2725,30.548,29.366,,
30/12/2021,29.586,308864200,29.827,30.457,29.54,,
31/12/2021,29.411,266529900,29.674,30.03,29.3306,,
03/01/2022,30.121,392402900,29.815,30.711,29.785,,
04/01/2022,29.29,527154400,30.277,30.468,28.349,,
05/01/2022,27.604,498063900,28.949,29.416,27.533,,
06/01/2022,28.178,454186400,27.64,28.438,27.065,,
07/01/2022,27.247,409938500,28.141,28.422,27.057,,
10/01/2022,27.4,594681000,26.581,27.469,25.6438,,
11/01/2022,27.817,404089300,27.3225,28.065,26.839,,
12/01/2022,27.999,383413500,28.0665,28.595,27.608,,
13/01/2022,26.575,538868100,28.379,28.48,26.498,,
14/01/2022,26.942,395832400,26.3,27.1969,26.21,,
18/01/2022,25.903,425306200,26.26,26.638,25.77,,
19/01/2022,25.067,488314500,26.079,26.5432,25.052,,
20/01/2022,24.15,435180700,25.304,25.579,24.078,,
21/01/2022,23.374,718957800,23.507,24.823,23.263,,
24/01/2022,23.372,915810600,22.33,23.38,20.888,,
25/01/2022,22.324,664616400,22.546,22.943,22,,
26/01/2022,22.772,755958700,23.24,24.057,22.3,,
27/01/2022,21.944,573352700,23.568,23.995,21.675,,
28/01/2022,22.84,543774300,22.0122,22.858,21.296,,
31/01/2022,24.486,564679700,23.182,24.509,23.052,,
01/02/2022,24.638,518925200,25.104,25.145,23.89,,
02/02/2022,25.242,543419400,25.794,25.817,24.553,,
03/02/2022,23.948,410177800,24.458,25.077,23.78,,
04/02/2022,24.319,354828500,23.972,24.635,23.632,,
07/02/2022,24.728,376867500,24.372,25.182,24.202,,
08/02/2022,25.108,410358600,24.359,25.23,23.98,,
09/02/2022,26.705,524281700,25.622,26.725,25.353,,
10/02/2022,25.824,513199700,25.995,26.925,25.6,,
11/02/2022,23.949,605472000,25.916,26.152,23.773,,
14/02/2022,24.267,440424400,23.934,24.875,23.755,,
15/02/2022,26.495,701752800,24.949,26.545,24.784,,
16/02/2022,26.511,732676300,26.259,26.582,25.552,,
17/02/2022,24.507,810595100,25.63,25.785,24.165,,
18/02/2022,23.642,761254900,24.6675,24.986,23.1,,
22/02/2022,23.39,633422400,23.035,24.064,23,,
23/02/2022,22.387,566510800,23.802,24.155,22.301,,
24/02/2022,23.748,735800600,21.015,23.8,20.89,,
25/02/2022,24.157,528865500,23.721,24.217,23.381,,
28/02/2022,24.385,477318600,23.992,24.665,23.707,,
01/03/2022,23.477,412056000,24.291,24.377,23.132,,
02/03/2022,24.22,389641900,23.756,24.409,23.415,,
03/03/2022,23.714,365095000,24.2615,24.326,23.469,,
04/03/2022,22.936,432010700,23.384,23.68,22.482,,
07/03/2022,21.352,450820900,22.817,23.033,21.33,,
08/03/2022,21.514,557467200,21.309,22.373,20.65,,
09/03/2022,23.014,492742000,22.387,23.22,22.247,,
10/03/2022,22.658,428065700,22.531,22.788,21.882,,
11/03/2022,22.1,367208600,23.022,23.145,22.046,,
14/03/2022,21.33,385354200,21.869,22.262,21.159,,
15/03/2022,22.973,491995700,21.518,23.038,21.322,,
